全角,和暦,辞書用よみ,西暦,和暦元号,和暦（読み）,年（半）,年（全）,十子,読み,十二支,読み,時代区分,備考
１２９７,永仁5,えいにん５,1297,永仁,えいにん,5,５,丁,ひのと,酉,とり,,
１２９８,永仁6,えいにん６,1298,永仁,えいにん,6,６,戊,つちのえ,戌,いぬ,,
１２９９,永仁7,えいにん７,1299,永仁,えいにん,7,７,己,つちのと,亥,いのしし,0,
１２９９,承安1,しょうあん１,1299,承安,しょうあん,1,１,己,つちのと,亥,いのしし,0,
１３００,承安2,しょうあん２,1300,承安,しょうあん,2,２,庚,かのえ,子,ねずみ,,
１３０１,承安3,しょうあん３,1301,承安,しょうあん,3,３,辛,かのと,丑,うし,,
１３０２,承安4,しょうあん４,1302,承安,しょうあん,4,４,壬,みずのえ,寅,とら,0,
１３０２,乾元1,けんげん１,1302,乾元,けんげん,1,１,壬,みずのえ,寅,とら,0,
１３０３,乾元2,けんげん２,1303,乾元,けんげん,2,２,癸,みずのと,卯,うさぎ,南北朝時代,
１３０３,嘉元1,かげん１,1303,嘉元,かげん,1,１,癸,みずのと,卯,うさぎ,南北朝時代,
１３０４,嘉元2,かげん２,1304,嘉元,かげん,2,２,甲,きのえ,辰,たつ,,
１３０５,嘉元3,かげん３,1305,嘉元,かげん,3,３,乙,きのと,巳,へび,,
１３０６,嘉元4,かげん４,1306,嘉元,かげん,4,４,丙,ひのえ,午,うま,0,
１３０６,徳治1,とくじ１,1306,徳治,とくじ,1,１,丙,ひのえ,午,うま,0,
１３０７,徳治2,とくじ２,1307,徳治,とくじ,2,２,丁,ひのと,未,ひつじ,,
１３０８,徳治3,とくじ３,1308,徳治,とくじ,3,３,戊,つちのえ,申,さる,0,
１３０８,延慶1,えんきょう１,1308,延慶,えんきょう,1,１,戊,つちのえ,申,さる,0,
１３０９,延慶2,えんきょう２,1309,延慶,えんきょう,2,２,己,つちのと,酉,とり,,
１３１０,延慶3,えんきょう３,1310,延慶,えんきょう,3,３,庚,かのえ,戌,いぬ,,
１３１１,延慶4,えんきょう４,1311,延慶,えんきょう,4,４,辛,かのと,亥,いのしし,0,
１３１１,応長1,おうちょう１,1311,応長,おうちょう,1,１,辛,かのと,亥,いのしし,0,
１３１２,応長2,おうちょう２,1312,応長,おうちょう,2,２,壬,みずのえ,子,ねずみ,0,
１３１２,正和1,しょうわ１,1312,正和,しょうわ,1,１,壬,みずのえ,子,ねずみ,0,
１３１３,正和2,しょうわ２,1313,正和,しょうわ,2,２,癸,みずのと,丑,うし,,
１３１４,正和3,しょうわ３,1314,正和,しょうわ,3,３,甲,きのえ,寅,とら,,
１３１５,正和4,しょうわ４,1315,正和,しょうわ,4,４,乙,きのと,卯,うさぎ,,
１３１６,正和5,しょうわ５,1316,正和,しょうわ,5,５,丙,ひのえ,辰,たつ,,
１３１７,正和6,しょうわ６,1317,正和,しょうわ,6,６,丁,ひのと,巳,へび,0,
１３１７,文保1,ぶんぽう１,1317,文保,ぶんぽう,1,１,丁,ひのと,巳,へび,0,
１３１８,文保2,ぶんぽう２,1318,文保,ぶんぽう,2,２,戊,つちのえ,午,うま,,
１３１９,文保3,ぶんぽう３,1319,文保,ぶんぽう,3,３,己,つちのと,未,ひつじ,0,
１３１９,元応1,げんおう１,1319,元応,げんおう,1,１,己,つちのと,未,ひつじ,0,
１３２０,元応2,げんおう２,1320,元応,げんおう,2,２,庚,かのえ,申,さる,,
１３２１,元応3,げんおう３,1321,元応,げんおう,3,３,辛,かのと,酉,とり,0,
１３２１,元亨1,げんこう１,1321,元亨,げんこう,1,１,辛,かのと,酉,とり,0,
１３２２,元亨2,げんこう２,1322,元亨,げんこう,2,２,壬,みずのえ,戌,いぬ,,
１３２３,元亨3,げんこう３,1323,元亨,げんこう,3,３,癸,みずのと,亥,いのしし,,
１３２４,元亨4,げんこう４,1324,元亨,げんこう,4,４,甲,きのえ,子,ねずみ,0,
１３２４,正中1,しょうちゅう１,1324,正中,しょうちゅう,1,１,甲,きのえ,子,ねずみ,0,
１３２５,正中2,しょうちゅう２,1325,正中,しょうちゅう,2,２,乙,きのと,丑,うし,,
１３２６,正中3,しょうちゅう３,1326,正中,しょうちゅう,3,３,丙,ひのえ,寅,とら,0,
１３２６,嘉暦1,かりゃく１,1326,嘉暦,かりゃく,1,１,丙,ひのえ,寅,とら,0,
１３２７,嘉暦2,かりゃく２,1327,嘉暦,かりゃく,2,２,丁,ひのと,卯,うさぎ,,
１３２８,嘉暦3,かりゃく３,1328,嘉暦,かりゃく,3,３,戊,つちのえ,辰,たつ,,
１３２９,嘉暦4,かりゃく４,1329,嘉暦,かりゃく,4,４,己,つちのと,巳,へび,0,
１３２９,元徳1,げんとく１,1329,元徳,げんとく,1,１,己,つちのと,巳,へび,0,
１３３０,元徳2,げんとく２,1330,元徳,げんとく,2,２,庚,かのえ,午,うま,,
１３３１,元徳3,げんとく３,1331,元徳,げんとく,3,３,辛,かのと,未,ひつじ,0,楠正成　挙兵
１３２９,元徳（北朝）1,げんとくほく１,1329,元徳（北朝）,げんとくほく,1,１,己,つちのと,巳,へび,0,
１３３０,元徳（北朝）2,げんとくほく２,1330,元徳（北朝）,げんとくほく,2,２,庚,かのえ,午,うま,,
１３３１,元徳（北朝）3,げんとくほく３,1331,元徳（北朝）,げんとくほく,3,３,辛,かのと,未,ひつじ,0,楠正成　挙兵
１３３２,元徳（北朝）4,げんとくほく４,1332,元徳（北朝）,げんとくほく,4,４,壬,みずのえ,申,さる,0,
１３３１,元亨1,げんこう１,1331,元亨,げんこう,1,１,辛,かのと,未,ひつじ,0,楠正成　挙兵
１３３２,元亨2,げんこう２,1332,元亨,げんこう,2,２,壬,みずのえ,申,さる,0,
１３３３,元亨3,げんこう３,1333,元亨,げんこう,3,３,癸,みずのと,酉,とり,,
１３３４,元亨4,げんこう４,1334,元亨,げんこう,4,４,甲,きのえ,戌,いぬ,0,
１３３２,正慶（北朝）1,しょうきょう１,1332,正慶（北朝）,しょうきょう,1,１,壬,みずのえ,申,さる,0,
１３３３,正慶（北朝）2,しょうきょう２,1333,正慶（北朝）,しょうきょう,2,２,癸,みずのと,酉,とり,,
１３３４,正慶（北朝）3,しょうきょう３,1334,正慶（北朝）,しょうきょう,3,３,甲,きのえ,戌,いぬ,0,
１３３４,建武（南朝）1,けんむなん１,1334,建武（南朝）,けんむなん,1,１,甲,きのえ,戌,いぬ,0,
１３３５,建武（南朝）2,けんむなん２,1335,建武（南朝）,けんむなん,2,２,乙,きのと,亥,いのしし,,
１３３６,建武（南朝）3,けんむなん３,1336,建武（南朝）,けんむなん,3,３,丙,ひのえ,子,ねずみ,0,
１３３４,建武（北朝）1,けんむほく１,1334,建武（北朝）,けんむほく,1,１,甲,きのえ,戌,いぬ,0,
１３３５,建武（北朝）2,けんむほく２,1335,建武（北朝）,けんむほく,2,２,乙,きのと,亥,いのしし,,
１３３６,建武（北朝）3,けんむほく３,1336,建武（北朝）,けんむほく,3,３,丙,ひのえ,子,ねずみ,0,
１３３７,建武（北朝）4,けんむほく４,1337,建武（北朝）,けんむほく,4,４,丁,ひのと,丑,うし,,
１３３８,建武（北朝）5,けんむほく５,1338,建武（北朝）,けんむほく,5,５,戊,つちのえ,寅,とら,0,足利尊氏　征夷大将軍になる
１３３６,延元（南朝）1,えんげん１,1336,延元（南朝）,えんげん,1,１,丙,ひのえ,子,ねずみ,0,
１３３７,延元（南朝）2,えんげん２,1337,延元（南朝）,えんげん,2,２,丁,ひのと,丑,うし,,
１３３８,延元（南朝）3,えんげん３,1338,延元（南朝）,えんげん,3,３,戊,つちのえ,寅,とら,0,足利尊氏　征夷大将軍になる
１３３９,延元（南朝）4,えんげん４,1339,延元（南朝）,えんげん,4,４,己,つちのと,卯,うさぎ,,
１３４０,延元（南朝）5,えんげん５,1340,延元（南朝）,えんげん,5,５,庚,かのえ,辰,たつ,0,
１３３８,暦応（北朝）1,りゃくおう１,1338,暦応（北朝）,りゃくおう,1,１,戊,つちのえ,寅,とら,0,足利尊氏　征夷大将軍になる
１３３９,暦応（北朝）2,りゃくおう２,1339,暦応（北朝）,りゃくおう,2,２,己,つちのと,卯,うさぎ,,
１３４０,暦応（北朝）3,りゃくおう３,1340,暦応（北朝）,りゃくおう,3,３,庚,かのえ,辰,たつ,0,
１３４１,暦応（北朝）4,りゃくおう４,1341,暦応（北朝）,りゃくおう,4,４,辛,かのと,巳,へび,,
１３４２,暦応（北朝）5,りゃくおう５,1342,暦応（北朝）,りゃくおう,5,５,壬,みずのえ,午,うま,0,
１３４０,興国（南朝）1,こうこく１,1340,興国（南朝）,こうこく,1,１,庚,かのえ,辰,たつ,0,
１３４１,興国（南朝）2,こうこく２,1341,興国（南朝）,こうこく,2,２,辛,かのと,巳,へび,,
１３４２,興国（南朝）3,こうこく３,1342,興国（南朝）,こうこく,3,３,壬,みずのえ,午,うま,0,
１３４３,興国（南朝）4,こうこく４,1343,興国（南朝）,こうこく,4,４,癸,みずのと,未,ひつじ,,
１３４４,興国（南朝）5,こうこく５,1344,興国（南朝）,こうこく,5,５,甲,きのえ,申,さる,,
１３４５,興国（南朝）6,こうこく６,1345,興国（南朝）,こうこく,6,６,乙,きのと,酉,とり,0,
１３４６,興国（南朝）7,こうこく７,1346,興国（南朝）,こうこく,7,７,丙,ひのえ,戌,いぬ,0,
１３４２,康永（北朝）1,こうえい１,1342,康永（北朝）,こうえい,1,１,壬,みずのえ,午,うま,0,
１３４３,康永（北朝）2,こうえい２,1343,康永（北朝）,こうえい,2,２,癸,みずのと,未,ひつじ,,
１３４４,康永（北朝）3,こうえい３,1344,康永（北朝）,こうえい,3,３,甲,きのえ,申,さる,,
１３４５,康永（北朝）4,こうえい４,1345,康永（北朝）,こうえい,4,４,乙,きのと,酉,とり,0,
１３４５,承和1,じょうわ１,1345,承和,じょうわ,1,１,乙,きのと,酉,とり,0,
１３４６,承和2,じょうわ２,1346,承和,じょうわ,2,２,丙,ひのえ,戌,いぬ,0,
１３４７,承和3,じょうわ３,1347,承和,じょうわ,3,３,丁,ひのと,亥,いのしし,,
１３４８,承和4,じょうわ４,1348,承和,じょうわ,4,４,戊,つちのえ,子,ねずみ,,
１３４９,承和5,じょうわ５,1349,承和,じょうわ,5,５,己,つちのと,丑,うし,,
１３５０,承和6,じょうわ６,1350,承和,じょうわ,6,６,庚,かのえ,寅,とら,0,
１３４６,承平1,しょうへい１,1346,承平,しょうへい,1,１,丙,ひのえ,戌,いぬ,0,
１３４７,承平2,しょうへい２,1347,承平,しょうへい,2,２,丁,ひのと,亥,いのしし,,
１３４８,承平3,しょうへい３,1348,承平,しょうへい,3,３,戊,つちのえ,子,ねずみ,,
１３４９,承平4,しょうへい４,1349,承平,しょうへい,4,４,己,つちのと,丑,うし,,
１３５０,承平5,しょうへい５,1350,承平,しょうへい,5,５,庚,かのえ,寅,とら,0,
１３５１,承平6,しょうへい６,1351,承平,しょうへい,6,６,辛,かのと,卯,うさぎ,,
１３５２,承平7,しょうへい７,1352,承平,しょうへい,7,７,壬,みずのえ,辰,たつ,0,
１３５３,承平8,しょうへい８,1353,承平,しょうへい,8,８,癸,みずのと,巳,へび,,
１３５４,承平9,しょうへい９,1354,承平,しょうへい,9,９,甲,きのえ,午,うま,,
１３５５,承平10,しょうへい１０,1355,承平,しょうへい,10,１０,乙,きのと,未,ひつじ,,
１３５６,承平11,しょうへい１１,1356,承平,しょうへい,11,１１,丙,ひのえ,申,さる,0,
１３５７,承平12,しょうへい１２,1357,承平,しょうへい,12,１２,丁,ひのと,酉,とり,,
１３５８,承平13,しょうへい１３,1358,承平,しょうへい,13,１３,戊,つちのえ,戌,いぬ,,
１３５９,承平14,しょうへい１４,1359,承平,しょうへい,14,１４,己,つちのと,亥,いのしし,,
１３６０,承平15,しょうへい１５,1360,承平,しょうへい,15,１５,庚,かのえ,子,ねずみ,,
１３６１,承平16,しょうへい１６,1361,承平,しょうへい,16,１６,辛,かのと,丑,うし,0,
１３６２,承平17,しょうへい１７,1362,承平,しょうへい,17,１７,壬,みずのえ,寅,とら,0,
１３６３,承平18,しょうへい１８,1363,承平,しょうへい,18,１８,癸,みずのと,卯,うさぎ,,
１３６４,承平19,しょうへい１９,1364,承平,しょうへい,19,１９,甲,きのえ,辰,たつ,,
１３６５,承平20,しょうへい２０,1365,承平,しょうへい,20,２０,乙,きのと,巳,へび,,
１３６６,承平21,しょうへい２１,1366,承平,しょうへい,21,２１,丙,ひのえ,午,うま,,
１３６７,承平22,しょうへい２２,1367,承平,しょうへい,22,２２,丁,ひのと,未,ひつじ,,
１３６８,承平23,しょうへい２３,1368,承平,しょうへい,23,２３,戊,つちのえ,申,さる,0,
１３６９,承平24,しょうへい２４,1369,承平,しょうへい,24,２４,己,つちのと,酉,とり,,
１３７０,承平25,しょうへい２５,1370,承平,しょうへい,25,２５,庚,かのえ,戌,いぬ,0,
１３５０,観応（北朝）1,かんおう１,1350,観応（北朝）,かんおう,1,１,庚,かのえ,寅,とら,0,
１３５１,観応（北朝）2,かんおう２,1351,観応（北朝）,かんおう,2,２,辛,かのと,卯,うさぎ,,
１３５２,観応（北朝）3,かんおう３,1352,観応（北朝）,かんおう,3,３,壬,みずのえ,辰,たつ,0,
１３５２,文和（北朝）1,ぶんな１,1352,文和（北朝）,ぶんな,1,１,壬,みずのえ,辰,たつ,0,
１３５３,文和（北朝）2,ぶんな２,1353,文和（北朝）,ぶんな,2,２,癸,みずのと,巳,へび,,
１３５４,文和（北朝）3,ぶんな３,1354,文和（北朝）,ぶんな,3,３,甲,きのえ,午,うま,,
１３５５,文和（北朝）4,ぶんな４,1355,文和（北朝）,ぶんな,4,４,乙,きのと,未,ひつじ,,
１３５６,文和（北朝）5,ぶんな５,1356,文和（北朝）,ぶんな,5,５,丙,ひのえ,申,さる,0,
１３５６,延文（北朝）1,えんぶん１,1356,延文（北朝）,えんぶん,1,１,丙,ひのえ,申,さる,0,
１３５７,延文（北朝）2,えんぶん２,1357,延文（北朝）,えんぶん,2,２,丁,ひのと,酉,とり,,
１３５８,延文（北朝）3,えんぶん３,1358,延文（北朝）,えんぶん,3,３,戊,つちのえ,戌,いぬ,,
１３５９,延文（北朝）4,えんぶん４,1359,延文（北朝）,えんぶん,4,４,己,つちのと,亥,いのしし,,
１３６０,延文（北朝）5,えんぶん５,1360,延文（北朝）,えんぶん,5,５,庚,かのえ,子,ねずみ,,
１３６１,延文（北朝）6,えんぶん６,1361,延文（北朝）,えんぶん,6,６,辛,かのと,丑,うし,0,
１３６１,弘安1,こうあん１,1361,弘安,こうあん,1,１,辛,かのと,丑,うし,0,
１３６２,弘安2,こうあん２,1362,弘安,こうあん,2,２,壬,みずのえ,寅,とら,0,
１３６２,貞治（北朝）1,じょうじ１,1362,貞治（北朝）,じょうじ,1,１,壬,みずのえ,寅,とら,0,
１３６３,貞治（北朝）2,じょうじ２,1363,貞治（北朝）,じょうじ,2,２,癸,みずのと,卯,うさぎ,,
１３６４,貞治（北朝）3,じょうじ３,1364,貞治（北朝）,じょうじ,3,３,甲,きのえ,辰,たつ,,
１３６５,貞治（北朝）4,じょうじ４,1365,貞治（北朝）,じょうじ,4,４,乙,きのと,巳,へび,,
１３６６,貞治（北朝）5,じょうじ５,1366,貞治（北朝）,じょうじ,5,５,丙,ひのえ,午,うま,,
１３６７,貞治（北朝）6,じょうじ６,1367,貞治（北朝）,じょうじ,6,６,丁,ひのと,未,ひつじ,,
１３６８,貞治（北朝）7,じょうじ７,1368,貞治（北朝）,じょうじ,7,７,戊,つちのえ,申,さる,0,
１３６８,応安（北朝）1,おうあん１,1368,応安（北朝）,おうあん,1,１,戊,つちのえ,申,さる,0,
１３６９,応安（北朝）2,おうあん２,1369,応安（北朝）,おうあん,2,２,己,つちのと,酉,とり,,
１３７０,応安（北朝）3,おうあん３,1370,応安（北朝）,おうあん,3,３,庚,かのえ,戌,いぬ,0,
１３７１,応安（北朝）4,おうあん４,1371,応安（北朝）,おうあん,4,４,辛,かのと,亥,いのしし,,
１３７２,応安（北朝）5,おうあん５,1372,応安（北朝）,おうあん,5,５,壬,みずのえ,子,ねずみ,0,
１３７３,応安（北朝）6,おうあん６,1373,応安（北朝）,おうあん,6,６,癸,みずのと,丑,うし,,
１３７４,応安（北朝）7,おうあん７,1374,応安（北朝）,おうあん,7,７,甲,きのえ,寅,とら,,
１３７５,応安（北朝）8,おうあん８,1375,応安（北朝）,おうあん,8,８,乙,きのと,卯,うさぎ,0,
１３７０,建徳（南朝）1,けんとく１,1370,建徳（南朝）,けんとく,1,１,庚,かのえ,戌,いぬ,0,
１３７１,建徳（南朝）2,けんとく２,1371,建徳（南朝）,けんとく,2,２,辛,かのと,亥,いのしし,,
１３７２,建徳（南朝）3,けんとく３,1372,建徳（南朝）,けんとく,3,３,壬,みずのえ,子,ねずみ,0,
１３７２,文中（南朝）1,ぶんちゅう１,1372,文中（南朝）,ぶんちゅう,1,１,壬,みずのえ,子,ねずみ,0,
１３７３,文中（南朝）2,ぶんちゅう２,1373,文中（南朝）,ぶんちゅう,2,２,癸,みずのと,丑,うし,,
１３７４,文中（南朝）3,ぶんちゅう３,1374,文中（南朝）,ぶんちゅう,3,３,甲,きのえ,寅,とら,,
１３７５,文中（南朝）4,ぶんちゅう４,1375,文中（南朝）,ぶんちゅう,4,４,乙,きのと,卯,うさぎ,0,
１３７５,天授（南朝）1,てんじゅ１,1375,天授（南朝）,てんじゅ,1,１,乙,きのと,卯,うさぎ,0,
１３７６,天授（南朝）2,てんじゅ２,1376,天授（南朝）,てんじゅ,2,２,丙,ひのえ,辰,たつ,,
１３７７,天授（南朝）3,てんじゅ３,1377,天授（南朝）,てんじゅ,3,３,丁,ひのと,巳,へび,,
１３７８,天授（南朝）4,てんじゅ４,1378,天授（南朝）,てんじゅ,4,４,戊,つちのえ,午,うま,,
１３７９,天授（南朝）5,てんじゅ５,1379,天授（南朝）,てんじゅ,5,５,己,つちのと,未,ひつじ,0,
１３８０,天授（南朝）6,てんじゅ６,1380,天授（南朝）,てんじゅ,6,６,庚,かのえ,申,さる,,
１３８１,天授（南朝）7,てんじゅ７,1381,天授（南朝）,てんじゅ,7,７,辛,かのと,酉,とり,0,
１３７５,永和（北朝）1,えいわ１,1375,永和（北朝）,えいわ,1,１,乙,きのと,卯,うさぎ,0,
１３７６,永和（北朝）2,えいわ２,1376,永和（北朝）,えいわ,2,２,丙,ひのえ,辰,たつ,,
１３７７,永和（北朝）3,えいわ３,1377,永和（北朝）,えいわ,3,３,丁,ひのと,巳,へび,,
１３７８,永和（北朝）4,えいわ４,1378,永和（北朝）,えいわ,4,４,戊,つちのえ,午,うま,,
１３７９,永和（北朝）5,えいわ５,1379,永和（北朝）,えいわ,5,５,己,つちのと,未,ひつじ,0,
１３７９,康暦（北朝）1,こうりゃく１,1379,康暦（北朝）,こうりゃく,1,１,己,つちのと,未,ひつじ,0,
１３８０,康暦（北朝）2,こうりゃく２,1380,康暦（北朝）,こうりゃく,2,２,庚,かのえ,申,さる,,
１３８１,康暦（北朝）3,こうりゃく３,1381,康暦（北朝）,こうりゃく,3,３,辛,かのと,酉,とり,0,
１３８１,康和1,こうわ１,1381,康和,こうわ,1,１,辛,かのと,酉,とり,0,
１３８２,康和2,こうわ２,1382,康和,こうわ,2,２,壬,みずのえ,戌,いぬ,,
１３８３,康和3,こうわ３,1383,康和,こうわ,3,３,癸,みずのと,亥,いのしし,,
１３８４,康和4,こうわ４,1384,康和,こうわ,4,４,甲,きのえ,子,ねずみ,0,
１３８１,永徳（北朝）1,えいとく１,1381,永徳（北朝）,えいとく,1,１,辛,かのと,酉,とり,0,
１３８２,永徳（北朝）2,えいとく２,1382,永徳（北朝）,えいとく,2,２,壬,みずのえ,戌,いぬ,,
１３８３,永徳（北朝）3,えいとく３,1383,永徳（北朝）,えいとく,3,３,癸,みずのと,亥,いのしし,,
１３８４,永徳（北朝）4,えいとく４,1384,永徳（北朝）,えいとく,4,４,甲,きのえ,子,ねずみ,0,
１３８４,元中（南朝）1,げんちゅう１,1384,元中（南朝）,げんちゅう,1,１,甲,きのえ,子,ねずみ,0,
１３８５,元中（南朝）2,げんちゅう２,1385,元中（南朝）,げんちゅう,2,２,乙,きのと,丑,うし,,
１３８６,元中（南朝）3,げんちゅう３,1386,元中（南朝）,げんちゅう,3,３,丙,ひのえ,寅,とら,,
１３８７,元中（南朝）4,げんちゅう４,1387,元中（南朝）,げんちゅう,4,４,丁,ひのと,卯,うさぎ,0,
１３８８,元中（南朝）5,げんちゅう５,1388,元中（南朝）,げんちゅう,5,５,戊,つちのえ,辰,たつ,,
１３８９,元中（南朝）6,げんちゅう６,1389,元中（南朝）,げんちゅう,6,６,己,つちのと,巳,へび,0,
１３９０,元中（南朝）7,げんちゅう７,1390,元中（南朝）,げんちゅう,7,７,庚,かのえ,午,うま,0,
１３９１,元中（南朝）8,げんちゅう８,1391,元中（南朝）,げんちゅう,8,８,辛,かのと,未,ひつじ,,
１３９２,元中（南朝）9,げんちゅう９,1392,元中（南朝）,げんちゅう,9,９,壬,みずのえ,申,さる,,南北朝　合一
１３９３,元中（南朝）10,げんちゅう１０,1393,元中（南朝）,げんちゅう,10,１０,癸,みずのと,酉,とり,,
１３８４,至徳（北朝）1,しとく１,1384,至徳（北朝）,しとく,1,１,甲,きのえ,子,ねずみ,0,
１３８５,至徳（北朝）2,しとく２,1385,至徳（北朝）,しとく,2,２,乙,きのと,丑,うし,,
１３８６,至徳（北朝）3,しとく３,1386,至徳（北朝）,しとく,3,３,丙,ひのえ,寅,とら,,
１３８７,至徳（北朝）4,しとく４,1387,至徳（北朝）,しとく,4,４,丁,ひのと,卯,うさぎ,0,
１３８７,嘉慶（北朝）1,かけい１,1387,嘉慶（北朝）,かけい,1,１,丁,ひのと,卯,うさぎ,0,
１３８８,嘉慶（北朝）2,かけい２,1388,嘉慶（北朝）,かけい,2,２,戊,つちのえ,辰,たつ,,
１３８９,嘉慶（北朝）3,かけい３,1389,嘉慶（北朝）,かけい,3,３,己,つちのと,巳,へび,0,
１３８９,康応（北朝）1,こうおう１,1389,康応（北朝）,こうおう,1,１,己,つちのと,巳,へび,0,
１３９０,康応（北朝）2,こうおう２,1390,康応（北朝）,こうおう,2,２,庚,かのえ,午,うま,0,
１３９０,明徳（北朝）1,めいとく１,1390,明徳（北朝）,めいとく,1,１,庚,かのえ,午,うま,0,
１３９１,明徳（北朝）2,めいとく２,1391,明徳（北朝）,めいとく,2,２,辛,かのと,未,ひつじ,,
１３９２,明徳（北朝）3,めいとく３,1392,明徳（北朝）,めいとく,3,３,壬,みずのえ,申,さる,,南北朝　合一
１３９３,明徳（北朝）4,めいとく４,1393,明徳（北朝）,めいとく,4,４,癸,みずのと,酉,とり,,
１３９４,明徳（北朝）5,めいとく５,1394,明徳（北朝）,めいとく,5,５,甲,きのえ,戌,いぬ,0,
１３９４,応永1,おうえい１,1394,応永,おうえい,1,１,甲,きのえ,戌,いぬ,0,
１３９５,応永2,おうえい２,1395,応永,おうえい,2,２,乙,きのと,亥,いのしし,,
１３９６,応永3,おうえい３,1396,応永,おうえい,3,３,丙,ひのえ,子,ねずみ,,
１３９７,応永4,おうえい４,1397,応永,おうえい,4,４,丁,ひのと,丑,うし,,
１３９８,応永5,おうえい５,1398,応永,おうえい,5,５,戊,つちのえ,寅,とら,,
１３９９,応永6,おうえい６,1399,応永,おうえい,6,６,己,つちのと,卯,うさぎ,,
１４００,応永7,おうえい７,1400,応永,おうえい,7,７,庚,かのえ,辰,たつ,,
１４０１,応永8,おうえい８,1401,応永,おうえい,8,８,辛,かのと,巳,へび,,
１４０２,応永9,おうえい９,1402,応永,おうえい,9,９,壬,みずのえ,午,うま,,
１４０３,応永10,おうえい１０,1403,応永,おうえい,10,１０,癸,みずのと,未,ひつじ,,
１４０４,応永11,おうえい１１,1404,応永,おうえい,11,１１,甲,きのえ,申,さる,,
１４０５,応永12,おうえい１２,1405,応永,おうえい,12,１２,乙,きのと,酉,とり,,
１４０６,応永13,おうえい１３,1406,応永,おうえい,13,１３,丙,ひのえ,戌,いぬ,,
１４０７,応永14,おうえい１４,1407,応永,おうえい,14,１４,丁,ひのと,亥,いのしし,,
１４０８,応永15,おうえい１５,1408,応永,おうえい,15,１５,戊,つちのえ,子,ねずみ,,
１４０９,応永16,おうえい１６,1409,応永,おうえい,16,１６,己,つちのと,丑,うし,,
１４１０,応永17,おうえい１７,1410,応永,おうえい,17,１７,庚,かのえ,寅,とら,,
１４１１,応永18,おうえい１８,1411,応永,おうえい,18,１８,辛,かのと,卯,うさぎ,,
１４１２,応永19,おうえい１９,1412,応永,おうえい,19,１９,壬,みずのえ,辰,たつ,,
１４１３,応永20,おうえい２０,1413,応永,おうえい,20,２０,癸,みずのと,巳,へび,,
１４１４,応永21,おうえい２１,1414,応永,おうえい,21,２１,甲,きのえ,午,うま,,
１４１５,応永22,おうえい２２,1415,応永,おうえい,22,２２,乙,きのと,未,ひつじ,,
１４１６,応永23,おうえい２３,1416,応永,おうえい,23,２３,丙,ひのえ,申,さる,,
１４１７,応永24,おうえい２４,1417,応永,おうえい,24,２４,丁,ひのと,酉,とり,,
１４１８,応永25,おうえい２５,1418,応永,おうえい,25,２５,戊,つちのえ,戌,いぬ,,
１４１９,応永26,おうえい２６,1419,応永,おうえい,26,２６,己,つちのと,亥,いのしし,,第二次蒙古襲来
１４２０,応永27,おうえい２７,1420,応永,おうえい,27,２７,庚,かのえ,子,ねずみ,,
１４２１,応永28,おうえい２８,1421,応永,おうえい,28,２８,辛,かのと,丑,うし,,
１４２２,応永29,おうえい２９,1422,応永,おうえい,29,２９,壬,みずのえ,寅,とら,,
１４２３,応永30,おうえい３０,1423,応永,おうえい,30,３０,癸,みずのと,卯,うさぎ,,
１４２４,応永31,おうえい３１,1424,応永,おうえい,31,３１,甲,きのえ,辰,たつ,,
１４２５,応永32,おうえい３２,1425,応永,おうえい,32,３２,乙,きのと,巳,へび,,
１４２６,応永33,おうえい３３,1426,応永,おうえい,33,３３,丙,ひのえ,午,うま,,
１４２７,応永34,おうえい３４,1427,応永,おうえい,34,３４,丁,ひのと,未,ひつじ,,
１４２８,応永35,おうえい３５,1428,応永,おうえい,35,３５,戊,つちのえ,申,さる,室町時代,
１４２８,正長1,しょうちょう１,1428,正長,しょうちょう,1,１,戊,つちのえ,申,さる,室町時代,
１４２９,正長2,しょうちょう２,1429,正長,しょうちょう,2,２,己,つちのと,酉,とり,0,
１４２９,永享1,えいきょう１,1429,永享,えいきょう,1,１,己,つちのと,酉,とり,0,
１４３０,永享2,えいきょう２,1430,永享,えいきょう,2,２,庚,かのえ,戌,いぬ,,
１４３１,永享3,えいきょう３,1431,永享,えいきょう,3,３,辛,かのと,亥,いのしし,,
１４３２,永享4,えいきょう４,1432,永享,えいきょう,4,４,壬,みずのえ,子,ねずみ,,
１４３３,永享5,えいきょう５,1433,永享,えいきょう,5,５,癸,みずのと,丑,うし,,
１４３４,永享6,えいきょう６,1434,永享,えいきょう,6,６,甲,きのえ,寅,とら,,
１４３５,永享7,えいきょう７,1435,永享,えいきょう,7,７,乙,きのと,卯,うさぎ,,
１４３６,永享8,えいきょう８,1436,永享,えいきょう,8,８,丙,ひのえ,辰,たつ,,
１４３７,永享9,えいきょう９,1437,永享,えいきょう,9,９,丁,ひのと,巳,へび,,
１４３８,永享10,えいきょう１０,1438,永享,えいきょう,10,１０,戊,つちのえ,午,うま,,
１４３９,永享11,えいきょう１１,1439,永享,えいきょう,11,１１,己,つちのと,未,ひつじ,,
１４４０,永享12,えいきょう１２,1440,永享,えいきょう,12,１２,庚,かのえ,申,さる,,
１４４１,永享13,えいきょう１３,1441,永享,えいきょう,13,１３,辛,かのと,酉,とり,0,
