全角,和暦,辞書用よみ,西暦,和暦元号,和暦（読み）,年（半）,年（全）,十子,読み,十二支,読み,時代区分,備考
１８４０,天保11,てんぽう１１,1840,天保,てんぽう,11,１１,庚,かのえ,子,ねずみ,,
１８４１,天保12,てんぽう１２,1841,天保,てんぽう,12,１２,辛,かのと,丑,うし,,
１８４２,天保13,てんぽう１３,1842,天保,てんぽう,13,１３,壬,みずのえ,寅,とら,,
１８４３,天保14,てんぽう１４,1843,天保,てんぽう,14,１４,癸,みずのと,卯,うさぎ,,
１８４４,天保15,てんぽう１５,1844,天保,てんぽう,15,１５,甲,きのえ,辰,たつ,0,
１８４４,弘化1,こうか１,1844,弘化,こうか,1,１,甲,きのえ,辰,たつ,0,
１８４５,弘化2,こうか２,1845,弘化,こうか,2,２,乙,きのと,巳,へび,,
１８４６,弘化3,こうか３,1846,弘化,こうか,3,３,丙,ひのえ,午,うま,,
１８４７,弘化4,こうか４,1847,弘化,こうか,4,４,丁,ひのと,未,ひつじ,,
１８４８,弘化5,こうか５,1848,弘化,こうか,5,５,戊,つちのえ,申,さる,0,
１８４８,嘉永1,かえい１,1848,嘉永,かえい,1,１,戊,つちのえ,申,さる,0,
１８４９,嘉永2,かえい２,1849,嘉永,かえい,2,２,己,つちのと,酉,とり,,
１８５０,嘉永3,かえい３,1850,嘉永,かえい,3,３,庚,かのえ,戌,いぬ,,
１８５１,嘉永4,かえい４,1851,嘉永,かえい,4,４,辛,かのと,亥,いのしし,,
１８５２,嘉永5,かえい５,1852,嘉永,かえい,5,５,壬,みずのえ,子,ねずみ,,
１８５３,嘉永6,かえい６,1853,嘉永,かえい,6,６,癸,みずのと,丑,うし,,
１８５４,嘉永7,かえい７,1854,嘉永,かえい,7,７,甲,きのえ,寅,とら,0,
１８５４,安政1,あんせい１,1854,安政,あんせい,1,１,甲,きのえ,寅,とら,0,
１８５５,安政2,あんせい２,1855,安政,あんせい,2,２,乙,きのと,卯,うさぎ,,
１８５６,安政3,あんせい３,1856,安政,あんせい,3,３,丙,ひのえ,辰,たつ,,
１８５７,安政4,あんせい４,1857,安政,あんせい,4,４,丁,ひのと,巳,へび,,
１８５８,安政5,あんせい５,1858,安政,あんせい,5,５,戊,つちのえ,午,うま,,
１８５９,安政6,あんせい６,1859,安政,あんせい,6,６,己,つちのと,未,ひつじ,,
１８６０,安政7,あんせい７,1860,安政,あんせい,7,７,庚,かのえ,申,さる,0,
１８６０,万延1,まんえん１,1860,万延,まんえん,1,１,庚,かのえ,申,さる,0,
１８６１,万延2,まんえん２,1861,万延,まんえん,2,２,辛,かのと,酉,とり,0,
１８６１,文久1,ぶんきゅう１,1861,文久,ぶんきゅう,1,１,辛,かのと,酉,とり,0,
１８６２,文久2,ぶんきゅう２,1862,文久,ぶんきゅう,2,２,壬,みずのえ,戌,いぬ,,
１８６３,文久3,ぶんきゅう３,1863,文久,ぶんきゅう,3,３,癸,みずのと,亥,いのしし,,
１８６４,文久4,ぶんきゅう４,1864,文久,ぶんきゅう,4,４,甲,きのえ,子,ねずみ,0,
１８６４,元治1,げんじ１,1864,元治,げんじ,1,１,甲,きのえ,子,ねずみ,0,
１８６５,元治2,げんじ２,1865,元治,げんじ,2,２,乙,きのと,丑,うし,0,
１８６５,慶応1,けいおう１,1865,慶応,けいおう,1,１,乙,きのと,丑,うし,0,
１８６６,慶応2,けいおう２,1866,慶応,けいおう,2,２,丙,ひのえ,寅,とら,,
１８６７,慶応3,けいおう３,1867,慶応,けいおう,3,３,丁,ひのと,卯,うさぎ,,
１８６８,慶応4,けいおう４,1868,慶応,けいおう,4,４,戊,つちのえ,辰,たつ,現代,
１８６８,明治1,めいじ１,1868,明治,めいじ,1,１,戊,つちのえ,辰,たつ,現代,
１８６９,明治2,めいじ２,1869,明治,めいじ,2,２,己,つちのと,巳,へび,,
１８７０,明治3,めいじ３,1870,明治,めいじ,3,３,庚,かのえ,午,うま,,
１８７１,明治4,めいじ４,1871,明治,めいじ,4,４,辛,かのと,未,ひつじ,,
１８７２,明治5,めいじ５,1872,明治,めいじ,5,５,壬,みずのえ,申,さる,,
１８７３,明治6,めいじ６,1873,明治,めいじ,6,６,癸,みずのと,酉,とり,,
１８７４,明治7,めいじ７,1874,明治,めいじ,7,７,甲,きのえ,戌,いぬ,,
１８７５,明治8,めいじ８,1875,明治,めいじ,8,８,乙,きのと,亥,いのしし,,
１８７６,明治9,めいじ９,1876,明治,めいじ,9,９,丙,ひのえ,子,ねずみ,,
１８７７,明治10,めいじ１０,1877,明治,めいじ,10,１０,丁,ひのと,丑,うし,,
１８７８,明治11,めいじ１１,1878,明治,めいじ,11,１１,戊,つちのえ,寅,とら,,
１８７９,明治12,めいじ１２,1879,明治,めいじ,12,１２,己,つちのと,卯,うさぎ,,
１８８０,明治13,めいじ１３,1880,明治,めいじ,13,１３,庚,かのえ,辰,たつ,,
１８８１,明治14,めいじ１４,1881,明治,めいじ,14,１４,辛,かのと,巳,へび,,
１８８２,明治15,めいじ１５,1882,明治,めいじ,15,１５,壬,みずのえ,午,うま,,
１８８３,明治16,めいじ１６,1883,明治,めいじ,16,１６,癸,みずのと,未,ひつじ,,
１８８４,明治17,めいじ１７,1884,明治,めいじ,17,１７,甲,きのえ,申,さる,,
１８８５,明治18,めいじ１８,1885,明治,めいじ,18,１８,乙,きのと,酉,とり,,
１８８６,明治19,めいじ１９,1886,明治,めいじ,19,１９,丙,ひのえ,戌,いぬ,,
１８８７,明治20,めいじ２０,1887,明治,めいじ,20,２０,丁,ひのと,亥,いのしし,,
１８８８,明治21,めいじ２１,1888,明治,めいじ,21,２１,戊,つちのえ,子,ねずみ,,
１８８９,明治22,めいじ２２,1889,明治,めいじ,22,２２,己,つちのと,丑,うし,,
１８９０,明治23,めいじ２３,1890,明治,めいじ,23,２３,庚,かのえ,寅,とら,,
１８９１,明治24,めいじ２４,1891,明治,めいじ,24,２４,辛,かのと,卯,うさぎ,,
１８９２,明治25,めいじ２５,1892,明治,めいじ,25,２５,壬,みずのえ,辰,たつ,,
１８９３,明治26,めいじ２６,1893,明治,めいじ,26,２６,癸,みずのと,巳,へび,,
１８９４,明治27,めいじ２７,1894,明治,めいじ,27,２７,甲,きのえ,午,うま,,
１８９５,明治28,めいじ２８,1895,明治,めいじ,28,２８,乙,きのと,未,ひつじ,,
１８９６,明治29,めいじ２９,1896,明治,めいじ,29,２９,丙,ひのえ,申,さる,,
１８９７,明治30,めいじ３０,1897,明治,めいじ,30,３０,丁,ひのと,酉,とり,,
１８９８,明治31,めいじ３１,1898,明治,めいじ,31,３１,戊,つちのえ,戌,いぬ,,
１８９９,明治32,めいじ３２,1899,明治,めいじ,32,３２,己,つちのと,亥,いのしし,,
１９００,明治33,めいじ３３,1900,明治,めいじ,33,３３,庚,かのえ,子,ねずみ,,
１９０１,明治34,めいじ３４,1901,明治,めいじ,34,３４,辛,かのと,丑,うし,,
１９０２,明治35,めいじ３５,1902,明治,めいじ,35,３５,壬,みずのえ,寅,とら,,
１９０３,明治36,めいじ３６,1903,明治,めいじ,36,３６,癸,みずのと,卯,うさぎ,,
１９０４,明治37,めいじ３７,1904,明治,めいじ,37,３７,甲,きのえ,辰,たつ,,
１９０５,明治38,めいじ３８,1905,明治,めいじ,38,３８,乙,きのと,巳,へび,,
１９０６,明治39,めいじ３９,1906,明治,めいじ,39,３９,丙,ひのえ,午,うま,,
１９０７,明治40,めいじ４０,1907,明治,めいじ,40,４０,丁,ひのと,未,ひつじ,,
１９０８,明治41,めいじ４１,1908,明治,めいじ,41,４１,戊,つちのえ,申,さる,,
１９０９,明治42,めいじ４２,1909,明治,めいじ,42,４２,己,つちのと,酉,とり,,
１９１０,明治43,めいじ４３,1910,明治,めいじ,43,４３,庚,かのえ,戌,いぬ,,
１９１１,明治44,めいじ４４,1911,明治,めいじ,44,４４,辛,かのと,亥,いのしし,,
１９１２,明治45,めいじ４５,1912,明治,めいじ,45,４５,壬,みずのえ,子,ねずみ,0,
１９１２,大正1,たいしょう１,1912,大正,たいしょう,1,１,壬,みずのえ,子,ねずみ,0,
１９１３,大正2,たいしょう２,1913,大正,たいしょう,2,２,癸,みずのと,丑,うし,,
１９１４,大正3,たいしょう３,1914,大正,たいしょう,3,３,甲,きのえ,寅,とら,,
１９１５,大正4,たいしょう４,1915,大正,たいしょう,4,４,乙,きのと,卯,うさぎ,,
１９１６,大正5,たいしょう５,1916,大正,たいしょう,5,５,丙,ひのえ,辰,たつ,,
１９１７,大正6,たいしょう６,1917,大正,たいしょう,6,６,丁,ひのと,巳,へび,,
１９１８,大正7,たいしょう７,1918,大正,たいしょう,7,７,戊,つちのえ,午,うま,,
１９１９,大正8,たいしょう８,1919,大正,たいしょう,8,８,己,つちのと,未,ひつじ,,
１９２０,大正9,たいしょう９,1920,大正,たいしょう,9,９,庚,かのえ,申,さる,,
１９２１,大正10,たいしょう１０,1921,大正,たいしょう,10,１０,辛,かのと,酉,とり,,
１９２２,大正11,たいしょう１１,1922,大正,たいしょう,11,１１,壬,みずのえ,戌,いぬ,,
１９２３,大正12,たいしょう１２,1923,大正,たいしょう,12,１２,癸,みずのと,亥,いのしし,,
１９２４,大正13,たいしょう１３,1924,大正,たいしょう,13,１３,甲,きのえ,子,ねずみ,,
１９２５,大正14,たいしょう１４,1925,大正,たいしょう,14,１４,乙,きのと,丑,うし,,
１９２６,大正15,たいしょう１５,1926,大正,たいしょう,15,１５,丙,ひのえ,寅,とら,0,
１９２６,昭和1,しょうわ１,1926,昭和,しょうわ,1,１,丙,ひのえ,寅,とら,0,
１９２７,昭和2,しょうわ２,1927,昭和,しょうわ,2,２,丁,ひのと,卯,うさぎ,,
１９２８,昭和3,しょうわ３,1928,昭和,しょうわ,3,３,戊,つちのえ,辰,たつ,,
１９２９,昭和4,しょうわ４,1929,昭和,しょうわ,4,４,己,つちのと,巳,へび,,
１９３０,昭和5,しょうわ５,1930,昭和,しょうわ,5,５,庚,かのえ,午,うま,,
１９３１,昭和6,しょうわ６,1931,昭和,しょうわ,6,６,辛,かのと,未,ひつじ,,
１９３２,昭和7,しょうわ７,1932,昭和,しょうわ,7,７,壬,みずのえ,申,さる,,
１９３３,昭和8,しょうわ８,1933,昭和,しょうわ,8,８,癸,みずのと,酉,とり,,
１９３４,昭和9,しょうわ９,1934,昭和,しょうわ,9,９,甲,きのえ,戌,いぬ,,
１９３５,昭和10,しょうわ１０,1935,昭和,しょうわ,10,１０,乙,きのと,亥,いのしし,,
１９３６,昭和11,しょうわ１１,1936,昭和,しょうわ,11,１１,丙,ひのえ,子,ねずみ,,
１９３７,昭和12,しょうわ１２,1937,昭和,しょうわ,12,１２,丁,ひのと,丑,うし,,
１９３８,昭和13,しょうわ１３,1938,昭和,しょうわ,13,１３,戊,つちのえ,寅,とら,,
１９３９,昭和14,しょうわ１４,1939,昭和,しょうわ,14,１４,己,つちのと,卯,うさぎ,,
１９４０,昭和15,しょうわ１５,1940,昭和,しょうわ,15,１５,庚,かのえ,辰,たつ,,
１９４１,昭和16,しょうわ１６,1941,昭和,しょうわ,16,１６,辛,かのと,巳,へび,,
１９４２,昭和17,しょうわ１７,1942,昭和,しょうわ,17,１７,壬,みずのえ,午,うま,,
１９４３,昭和18,しょうわ１８,1943,昭和,しょうわ,18,１８,癸,みずのと,未,ひつじ,,
１９４４,昭和19,しょうわ１９,1944,昭和,しょうわ,19,１９,甲,きのえ,申,さる,,
１９４５,昭和20,しょうわ２０,1945,昭和,しょうわ,20,２０,乙,きのと,酉,とり,,
１９４６,昭和21,しょうわ２１,1946,昭和,しょうわ,21,２１,丙,ひのえ,戌,いぬ,,
１９４７,昭和22,しょうわ２２,1947,昭和,しょうわ,22,２２,丁,ひのと,亥,いのしし,,
１９４８,昭和23,しょうわ２３,1948,昭和,しょうわ,23,２３,戊,つちのえ,子,ねずみ,,
１９４９,昭和24,しょうわ２４,1949,昭和,しょうわ,24,２４,己,つちのと,丑,うし,,
１９５０,昭和25,しょうわ２５,1950,昭和,しょうわ,25,２５,庚,かのえ,寅,とら,,
１９５１,昭和26,しょうわ２６,1951,昭和,しょうわ,26,２６,辛,かのと,卯,うさぎ,,
１９５２,昭和27,しょうわ２７,1952,昭和,しょうわ,27,２７,壬,みずのえ,辰,たつ,,
１９５３,昭和28,しょうわ２８,1953,昭和,しょうわ,28,２８,癸,みずのと,巳,へび,,
１９５４,昭和29,しょうわ２９,1954,昭和,しょうわ,29,２９,甲,きのえ,午,うま,,
１９５５,昭和30,しょうわ３０,1955,昭和,しょうわ,30,３０,乙,きのと,未,ひつじ,,
１９５６,昭和31,しょうわ３１,1956,昭和,しょうわ,31,３１,丙,ひのえ,申,さる,,
１９５７,昭和32,しょうわ３２,1957,昭和,しょうわ,32,３２,丁,ひのと,酉,とり,,
１９５８,昭和33,しょうわ３３,1958,昭和,しょうわ,33,３３,戊,つちのえ,戌,いぬ,,
１９５９,昭和34,しょうわ３４,1959,昭和,しょうわ,34,３４,己,つちのと,亥,いのしし,,
１９６０,昭和35,しょうわ３５,1960,昭和,しょうわ,35,３５,庚,かのえ,子,ねずみ,,
１９６１,昭和36,しょうわ３６,1961,昭和,しょうわ,36,３６,辛,かのと,丑,うし,,
１９６２,昭和37,しょうわ３７,1962,昭和,しょうわ,37,３７,壬,みずのえ,寅,とら,,
１９６３,昭和38,しょうわ３８,1963,昭和,しょうわ,38,３８,癸,みずのと,卯,うさぎ,,
１９６４,昭和39,しょうわ３９,1964,昭和,しょうわ,39,３９,甲,きのえ,辰,たつ,,
１９６５,昭和40,しょうわ４０,1965,昭和,しょうわ,40,４０,乙,きのと,巳,へび,,
１９６６,昭和41,しょうわ４１,1966,昭和,しょうわ,41,４１,丙,ひのえ,午,うま,,
１９６７,昭和42,しょうわ４２,1967,昭和,しょうわ,42,４２,丁,ひのと,未,ひつじ,,
１９６８,昭和43,しょうわ４３,1968,昭和,しょうわ,43,４３,戊,つちのえ,申,さる,,
１９６９,昭和44,しょうわ４４,1969,昭和,しょうわ,44,４４,己,つちのと,酉,とり,,
１９７０,昭和45,しょうわ４５,1970,昭和,しょうわ,45,４５,庚,かのえ,戌,いぬ,,
１９７１,昭和46,しょうわ４６,1971,昭和,しょうわ,46,４６,辛,かのと,亥,いのしし,,
１９７２,昭和47,しょうわ４７,1972,昭和,しょうわ,47,４７,壬,みずのえ,子,ねずみ,,
１９７３,昭和48,しょうわ４８,1973,昭和,しょうわ,48,４８,癸,みずのと,丑,うし,,
１９７４,昭和49,しょうわ４９,1974,昭和,しょうわ,49,４９,甲,きのえ,寅,とら,,
１９７５,昭和50,しょうわ５０,1975,昭和,しょうわ,50,５０,乙,きのと,卯,うさぎ,,
１９７６,昭和51,しょうわ５１,1976,昭和,しょうわ,51,５１,丙,ひのえ,辰,たつ,,
１９７７,昭和52,しょうわ５２,1977,昭和,しょうわ,52,５２,丁,ひのと,巳,へび,,
１９７８,昭和53,しょうわ５３,1978,昭和,しょうわ,53,５３,戊,つちのえ,午,うま,,
１９７９,昭和54,しょうわ５４,1979,昭和,しょうわ,54,５４,己,つちのと,未,ひつじ,,
１９８０,昭和55,しょうわ５５,1980,昭和,しょうわ,55,５５,庚,かのえ,申,さる,,
１９８１,昭和56,しょうわ５６,1981,昭和,しょうわ,56,５６,辛,かのと,酉,とり,,
１９８２,昭和57,しょうわ５７,1982,昭和,しょうわ,57,５７,壬,みずのえ,戌,いぬ,,
１９８３,昭和58,しょうわ５８,1983,昭和,しょうわ,58,５８,癸,みずのと,亥,いのしし,,
１９８４,昭和59,しょうわ５９,1984,昭和,しょうわ,59,５９,甲,きのえ,子,ねずみ,,
１９８５,昭和60,しょうわ６０,1985,昭和,しょうわ,60,６０,乙,きのと,丑,うし,,
１９８６,昭和61,しょうわ６１,1986,昭和,しょうわ,61,６１,丙,ひのえ,寅,とら,,
１９８７,昭和62,しょうわ６２,1987,昭和,しょうわ,62,６２,丁,ひのと,卯,うさぎ,,
１９８８,昭和63,しょうわ６３,1988,昭和,しょうわ,63,６３,戊,つちのえ,辰,たつ,,
１９８９,昭和64,しょうわ６４,1989,昭和,しょうわ,64,６４,己,つちのと,巳,へび,0,
１９８９,平成1,へいせい１,1989,平成,へいせい,1,１,己,つちのと,巳,へび,0,
１９９０,平成2,へいせい２,1990,平成,へいせい,2,２,庚,かのえ,午,うま,,
１９９１,平成3,へいせい３,1991,平成,へいせい,3,３,辛,かのと,未,ひつじ,,
１９９２,平成4,へいせい４,1992,平成,へいせい,4,４,壬,みずのえ,申,さる,,
１９９３,平成5,へいせい５,1993,平成,へいせい,5,５,癸,みずのと,酉,とり,,
１９９４,平成6,へいせい６,1994,平成,へいせい,6,６,甲,きのえ,戌,いぬ,,
１９９５,平成7,へいせい７,1995,平成,へいせい,7,７,乙,きのと,亥,いのしし,,
１９９６,平成8,へいせい８,1996,平成,へいせい,8,８,丙,ひのえ,子,ねずみ,,
１９９７,平成9,へいせい９,1997,平成,へいせい,9,９,丁,ひのと,丑,うし,,
